"","School.Code","School.Name","School.Type","Function","Contact.Name","Address.1","Address.2","Town","State","Zip","Phone","Fax","Grade","District.Name","District.Code","PK_Enrollment","K_Enrollment","X1_Enrollment","X2_Enrollment","X3_Enrollment","X4_Enrollment","X5_Enrollment","X6_Enrollment","X7_Enrollment","X8_Enrollment","X9_Enrollment","X10_Enrollment","X11_Enrollment","X12_Enrollment","SP_Enrollment","TOTAL_Enrollment","First.Language.Not.English","X..First.Language.Not.English","English.Language.Learner","X..English.Language.Learner","Students.With.Disabilities","X..Students.With.Disabilities","High.Needs","X..High.Needs","Economically.Disadvantaged","X..Economically.Disadvantaged","X..African.American","X..Asian","X..Hispanic","X..White","X..Native.American","X..Native.Hawaiian..Pacific.Islander","X..Multi.Race..Non.Hispanic","X..Males","X..Females","Total...of.Classes","Average.Class.Size","Number.of.Students","Salary.Totals","Average.Salary","FTE.Count","In.District.Expenditures","Total.In.district.FTEs","Average.In.District.Expenditures.per.Pupil","Total.Expenditures","Total.Pupil.FTEs","Average.Expenditures.per.Pupil","X..in.Cohort","X..Graduated","X..Still.in.School","X..Non.Grad.Completers","X..GED","X..Dropped.Out","X..Permanently.Excluded","High.School.Graduates....","Attending.Coll..Univ.....","X..Attending.College","X..Private.Two.Year","X..Private.Four.Year","X..Public.Two.Year","X..Public.Four.Year","X..MA.Community.College","X..MA.State.University","X..UMass","AP_Test.Takers","AP_Tests.Taken","AP_One.Test","AP_Two.Tests","AP_Three.Tests","AP_Four.Tests","AP_Five.or.More.Tests","AP_Score.1","AP_Score.2","AP_Score.3","AP_Score.4","AP_Score.5","X..AP_Score.1.2","X..AP_Score.3.5","SAT_Tests.Taken","Average.SAT_Reading","Average.SAT_Writing","Average.SAT_Math","MCAS_10thGrade_Math_P.A..","X..MCAS_10thGrade_Math_P.A","MCAS_10thGrade_Math_A..","X..MCAS_10thGrade_Math_A","MCAS_10thGrade_Math_P..","X..MCAS_10thGrade_Math_P","MCAS_10thGrade_Math_NI..","X..MCAS_10thGrade_Math_NI","MCAS_10thGrade_Math_W.F..","X..MCAS_10thGrade_Math_W.F","MCAS_10thGrade_Math_Stud..Incl...","MCAS_10thGrade_Math_CPI","MCAS_10thGrade_Math_SGP","MCAS_10thGrade_Math_Incl..in.SGP...","MCAS_10thGrade_English_P.A..","X..MCAS_10thGrade_English_P.A","MCAS_10thGrade_English_A..","X..MCAS_10thGrade_English_A","MCAS_10thGrade_English_P..","X..MCAS_10thGrade_English_P","MCAS_10thGrade_English_NI..","X..MCAS_10thGrade_English_NI","MCAS_10thGrade_English_W.F..","X..MCAS_10thGrade_English_W.F","MCAS_10thGrade_English_Stud..Incl...","MCAS_10thGrade_English_CPI","MCAS_10thGrade_English_SGP","MCAS_10thGrade_English_Incl..in.SGP...","Accountability.and.Assistance.Level","Accountability.and.Assistance.Description","School.Accountability.Percentile..1.99.","Progress.and.Performance.Index..PPI....All.Students","Progress.and.Performance.Index..PPI....High.Needs.Students","District_Accountability.and.Assistance.Level","District_Accountability.and.Assistance.Description","District_Progress.and.Performance.Index..PPI....All.Students","District_Progress.and.Performance.Index..PPI....High.Needs.Students"
"25",710505,"Danvers High","Public School","Principal","Katrina Esparza","60 Cabot Road","","Danvers","MA",1923,"978-777-8925","978-777-8931","09,10,11,12","Danvers",710000,0,0,0,0,0,0,0,0,0,0,230,251,231,260,2,974,29,3,6,0.6,135,13.9,253,26,138,14.2,1.7,2.7,4.8,89.2,0.2,0,1.3,48.9,51.1,482,16.7,1003,21023540,78183,269,48480811.39,3564.9,13599.49,53711945.95,3677.1,14607.15,258,94.6,1.2,0.4,0.8,3.1,0,269,219,81.4,0,37.9,15.1,47,14.6,15.1,16,"252","497",98,91,39,20,4,50,117,160,108,62,33.6,66.4,204,515,506,523,185,81,117,52,68,30,29,13,13,6,227,91.1,43,219,217,95,119,52,98,43,9,4,3,1,229,98,59.5,220,"Level 2","Not meeting gap narrowing goals",58,64,52,"Level 2","One or more schools in the district classified into Level 2",58,52
"26",720505,"Dartmouth High","Public School","Principal","John Gould","555 Bakerville Road","","Dartmouth","MA",2748,"508-961-2700","508-910-1410","09,10,11,12","Dartmouth",720000,0,0,0,0,0,0,0,0,0,0,269,270,270,255,0,1064,50,4.7,11,1,106,10,254,23.9,168,15.8,1.1,0.4,2.4,90.6,0,0.2,5.3,50.5,49.5,561,16.8,1081,20097135,73412,274,43980803.53,3697.9,11893.45,46942013.71,3759.2,12487.23,266,92.1,3.4,0.4,1.1,2.3,0.8,253,204,80.6,0.5,26.5,25.5,47.5,25.5,10.8,20.1,"234","363",140,67,20,6,1,14,39,113,123,74,14.6,85.4,207,516,508,530,203,81,140,56,63,25,36,14,12,5,251,92.8,29,232,238,96,126,51,112,45,5,2,5,2,248,98.8,47,228,"Level 2","Not meeting gap narrowing goals",45,72,84,"Level 2","One or more schools in the district classified into Level 2",64,58
"27",790505,"Dracut Senior High","Public School","Principal","Richard Manley","1540 Lakeview Avenue","","Dracut","MA",1826,"978-957-1500","978-957-9717","09,10,11,12","Dracut",790000,0,0,0,0,0,0,0,0,0,0,220,204,190,187,0,801,45,5.6,7,0.9,80,10,179,22.3,111,13.9,5.7,5.5,6.1,80.3,0,0.2,2.1,47.7,52.3,387,18.5,846,15116179,70080,216,39350547,3672.6,10714.63,44748069,3932,11380.49,245,94.3,0.8,0.4,0.8,3.7,0,229,194,84.7,0,24.2,36.1,39.7,35.6,13.4,18.6,"148","246",79,46,17,6,0,17,42,92,57,38,24,76,176,503,487,508,153,84,128,70,25,14,21,12,8,4,182,93.3,73.5,162,175,95,112,61,63,34,8,4,2,1,185,98.1,58,164,"Level 2","Not meeting gap narrowing goals",60,80,63,"Level 3","One or more schools in the district classified into Level 3",56,51
"28",6580505,"Shepherd Hill Regional High","Public School","Principal","William Chaplin","68 Dudley Oxford Road","","Dudley","MA",1571,"508-943-6700","508-943-5956","09,10,11,12","Dudley-Charlton Reg",6580000,0,0,0,0,0,0,0,0,0,0,293,269,303,300,1,1166,64,5.5,8,0.7,121,10.4,280,24,200,17.2,1.7,2.2,6.7,87,0.3,0.2,1.8,48.2,51.8,460,19.2,1176,18285518,66931,273,43514694.25,4000,10878.67,47410853.46,4092.5,11584.81,273,92.3,2.6,1.5,0.4,3.3,0,243,187,77,0.5,33.7,19.8,46,18.7,19.8,16.6,"267","424",155,73,33,6,0,52,124,148,75,25,41.5,58.5,203,506,494,525,235,81,155,54,80,28,50,17,4,1,289,92.9,43,267,278,96,119,41,159,55,10,3,2,1,290,98.3,35,267,"Level 2","Not meeting gap narrowing goals",46,70,61,"Level 2","One or more schools in the district classified into Level 2",56,45
"29",820505,"Duxbury High","Public School","Principal","Andrew Stephens","71 Alden Street","","Duxbury","MA",2332,"781-934-7650","781-934-7617","09,10,11,12","Duxbury",820000,0,0,0,0,0,0,0,0,0,0,259,251,275,272,0,1057,8,0.8,2,0.2,124,11.7,169,16,58,5.5,0.3,1.2,1.3,95.9,0,0,1.2,51.2,48.8,466,19.8,1097,17404817,74411,234,40979317.26,3204.4,12788.45,42698532.5,3245.5,13156.23,264,98.5,0,0,0.4,1.1,0,262,235,89.7,0,61.7,3,35.3,2.6,6.8,11.1,"316","709",99,101,74,27,15,92,109,199,184,125,28.3,71.7,242,545,544,565,266,94,227,80,39,14,12,4,4,1,282,98,50,265,276,98,196,70,80,28,4,1,1,0,281,99.6,47,262,"Level 1","Meeting gap narrowing goals",95,100,87,"Level 2","One or more schools in the district classified into Level 2",89,68
"30",350530,"East Boston High","Public School","Principal","Phillip Brangiforte","86 White Street","","East Boston","MA",2128,"617-635-9896","617-635-9726","09,10,11,12","Boston",350000,0,0,0,0,0,0,0,0,0,0,365,393,368,354,16,1496,1147,76.7,649,43.4,230,15.4,1200,80.2,688,46,6.9,1.3,77.7,12.8,0.6,0,0.8,56.7,43.3,460,17.7,1588,383866184,88790,4323,1093104368.5,56858.8,19224.89,1269579527.02,65964.6,19246.36,331,67.7,17.8,0.3,1.2,12.7,0.3,254,143,56.3,0,26.6,46.2,27.3,44.1,11.2,15.4,"213","307",145,47,16,5,0,187,77,28,12,3,86,14,170,384,389,415,166,56,86,29,80,27,80,27,53,18,299,76.8,45.5,212,225,76,55,19,170,57,57,19,14,5,296,91,53,209,"Level 3","Among lowest performing 20% of schools and subgroups",6,66,63,"Level 4","One or more schools in the district classified into Level 4",53,54
"31",870505,"East Longmeadow High","Public School","Principal","Gina Flanagan","180 Maple Street","","East Longmeadow","MA",1028,"413-525-5460","413-525-5496","09,10,11,12","East Longmeadow",870000,0,0,0,0,0,0,0,0,0,0,226,210,215,218,1,870,46,5.3,10,1.1,130,14.9,233,26.8,119,13.7,3.6,6,4.6,84.9,0.2,0.1,0.6,48.7,51.3,396,17,865,14616105,73819,198,34043331.94,2670.7,12746.97,37248544.41,2748,13554.78,215,97.2,2.8,0,0,0,0,201,181,90,0,35.9,30.4,33.7,27.1,14.4,10.5,"192","280",121,55,15,1,0,9,39,90,71,71,17.1,82.9,169,526,509,540,182,88,99,48,83,40,22,11,4,2,208,95.1,50,197,199,96,111,54,88,43,8,4,0,0,207,98.9,51.5,196,"Level 2","Not meeting gap narrowing goals",66,75,72,"Level 2","One or more schools in the district classified into Level 2",74,68
"32",930505,"Everett High","Public School","Principal","Erick Naumann","100 Elm Street","","Everett","MA",2149,"617-394-2490","617-389-5841","09,10,11,12","Everett",930000,0,0,0,0,0,0,0,0,0,0,469,514,551,486,3,2023,1183,58.5,347,17.2,237,11.7,1190,58.8,806,39.8,19.9,4.4,43.9,30.2,0.3,0.1,1.1,52,48,872,17.1,2003,39051390,76272,512,87921740,7030.5,12505.76,102060185,7697.7,13258.53,490,78.2,6.7,4.7,0.6,9.6,0.2,465,311,66.9,0,31.2,34.7,34.1,34.4,15.1,17.4,"188","309",108,48,24,7,1,107,104,54,26,18,68.3,31.7,262,438,416,439,272,57,152,32,120,25,122,25,85,18,479,77.3,57,382,410,85,152,32,258,54,50,10,21,4,481,93.6,65,384,"Level 2","Not meeting gap narrowing goals",26,77,57,"Level 2","One or more schools in the district classified into Level 2",64,57
"33",950505,"B M C Durfee High","Public School","Principal","Matthew Desmarais","360 Elsbree Street","","Fall River","MA",2720,"508-675-8100","508-675-8186","09,10,11,12","Fall River",950000,0,0,0,0,0,0,0,0,0,0,597,513,516,497,0,2123,593,27.9,209,9.8,391,18.4,1357,63.9,1172,55.2,8.3,5.5,23.4,58.2,0.2,0.2,4.3,50.8,49.2,970,16.5,2148,48085708,66693,721,139277671,10164.4,13702.5,160329690,11390.1,14076.23,553,79.2,1.6,5.4,1.1,12.7,0,420,278,66.2,0.4,14.7,61.5,23.4,60.4,7.9,11.9,"307","538",158,78,60,11,0,114,145,152,95,32,48.1,51.9,219,495,471,477,254,52,140,29,114,23,138,28,98,20,490,76.4,24,412,393,82,171,35,222,46,52,11,37,8,482,93.5,55,404,"Level 3","Among lowest performing 20% of schools and subgroups",9,54,45,"Level 4","One or more schools in the district classified into Level 4",50,50
"34",8210605,"Diman Regional Vocational Technical High","Public School","Principal","Elvio Ferreira","251 Stonehaven Rd","","Fall River","MA",2723,"508-678-2891","508-679-6423","09,10,11,12","Greater Fall River Regional Vocational Technical",8210000,0,0,0,0,0,0,0,0,0,0,372,347,334,341,1,1395,76,5.4,27,1.9,137,9.8,590,42.3,503,36.1,1.6,1.4,8.4,83.4,0.4,0.1,4.7,55.8,44.2,914,13.5,1398,10734806,80411,134,26115934.77,1442.7,18102.12,26123484.77,1444.2,18088.55,337,97,0.6,0.6,0,1.8,0,337,187,55.5,2.1,13.9,63.6,20.3,62,4.8,15,"20","20",20,0,0,0,0,0,9,9,2,0,45,55,129,449,424,454,266,78,155,45,111,32,65,19,11,3,342,91.6,51,295,325,94,114,33,211,61,18,5,1,0,344,98.2,47,296,"Level 2","Not meeting gap narrowing goals",47,78,70,"Level 2","Not meeting gap narrowing goals",78,70
"35",960505,"Falmouth High","Public School","Principal","Mary Gans","874 Gifford Street","","Falmouth","MA",2540,"508-540-2200","508-548-7515","09,10,11,12","Falmouth",960000,0,0,0,0,0,0,0,0,0,0,240,207,197,234,4,882,70,7.9,16,1.8,120,13.6,288,32.7,214,24.3,4.9,3.5,4,82.1,0.7,0.1,4.8,51,49,686,14.4,869,21626176,74830,289,53051341,3529.1,15032.54,58760226,3717.9,15804.68,203,87.7,3,0,3.9,5.4,0,196,151,77,0,39.1,28.5,32.5,27.2,12.6,6.6,"117","238",50,32,21,10,4,22,33,66,60,57,23.1,76.9,149,518,516,540,176,90,135,69,41,21,16,8,4,2,196,96.6,38,177,195,98,130,65,65,33,1,1,3,2,199,99.2,61,181,"Level 1","Meeting gap narrowing goals",61,86,98,"Level 2","One or more schools in the district classified into Level 2",72,67
"36",8320605,"Montachusett Regional Vocational Technical","Public School","Principal","Thomas Browne","1050 Westminster Street","","Fitchburg","MA",1420,"978-345-9200","978-348-1176","09,10,11,12","Montachusett Regional Vocational Technical",8320000,0,0,0,0,0,0,0,0,0,0,368,357,342,362,0,1429,55,3.8,6,0.4,209,14.6,492,34.4,329,23,0.9,1,13.9,80.1,0.1,0,4.1,54.6,45.2,639,18.7,1419,8546427,76994,111,26500438.79,1416,18715,26780880.79,1465.4,18275.47,345,98.6,1.2,0,0,0.3,0,316,170,53.8,0,17.1,48.8,34.1,47.6,26.5,2.9,"145","187",108,32,5,0,0,68,75,29,12,3,76.5,23.5,201,473,440,470,284,82,148,43,136,39,60,17,4,1,348,93.2,48,306,339,97,95,27,244,70,10,3,0,0,349,99.2,43,305,"Level 1","Meeting gap narrowing goals",58,84,80,"Level 1","Meeting gap narrowing goals",84,80
"37",990505,"Foxborough High","Public School","Principal","Diana Myers-Pachla","120 South Street","","Foxborough","MA",2035,"508-543-1616","508-698-6517","09,10,11,12","Foxborough",990000,0,0,0,0,0,0,0,0,0,0,212,205,193,216,11,837,10,1.2,4,0.5,150,17.9,224,26.8,114,13.6,5.3,2.7,3,87.9,0.1,0.1,0.8,53.2,46.8,566,13.6,838,16945176,80964,209,39396172.22,2678.7,14707.2,42640221.51,2804,15206.93,225,96.4,3.1,0,0,0.4,0,215,176,81.9,0,34.1,10.2,55.7,9.7,16.5,22.7,"217","455",84,57,55,13,8,28,104,131,119,73,29,71,194,520,514,534,167,90,121,65,46,25,15,8,3,2,185,96.1,34,176,180,96,92,49,88,47,5,3,2,1,187,98.7,39,181,"Level 2","Not meeting gap narrowing goals",64,74,76,"Level 2","One or more schools in the district classified into Level 2",61,64
"38",1000515,"Framingham High School","Public School","Principal","Elyse Torbert","115 A Street","","Framingham","MA",1701,"508-620-4963","508-877-6603","09,10,11,12","Framingham",1000000,0,0,0,0,0,0,0,0,0,0,536,547,509,510,0,2102,842,40.1,232,11,313,14.9,839,39.9,478,22.7,6.9,6.1,22,62,0.1,0,2.7,51.4,48.6,930,17,2111,53707778,76040,706,135764396,8320.5,16316.86,156749571,8984,17447.64,506,88.3,5.5,1.8,0.2,4.2,0,457,336,73.5,0,33.3,22,44.6,21.7,15.5,15.8,"401","845",159,115,76,32,19,17,57,193,278,300,8.8,91.2,358,529,514,562,373,84,298,67,75,17,49,11,22,5,444,92.2,69,386,419,93,237,53,182,40,16,4,15,3,450,96.2,58,390,"Level 2","Not meeting gap narrowing goals",62,78,69,"Level 3","One or more schools in the district classified into Level 3",51,41
"39",1010505,"Franklin High","Public School","Principal","Paul Peri","218 Oak Street","","Franklin","MA",2038,"508-528-2600","508-541-5248","09,10,11,12","Franklin",1010000,0,0,0,0,0,0,0,0,0,0,436,424,470,404,5,1739,73,4.2,10,0.6,221,12.7,302,17.4,102,5.9,1.7,4.5,2.1,89.4,0.2,0.2,2,49.2,50.8,859,16.9,1727,30206614,73230,412,65834302.9,5634.9,11683.31,76602309.02,6160.1,12435.24,417,96.2,3.1,0,0,0.7,0,388,349,89.9,0,46.7,5.7,47.6,4.9,10.6,17.5,"421","783",207,118,58,27,11,71,134,211,214,153,26.2,73.8,382,542,532,556,434,94,340,73,94,20,23,5,6,1,463,97.5,40,454,453,99,300,65,153,33,5,1,1,0,459,99.6,44,409,"Level 1","Meeting gap narrowing goals",73,94,86,"Level 2","One or more schools in the district classified into Level 2",78,58
"40",8780605,"Tri-County Regional Vocational Technical","Public School","Principal","Michael Procaccini","147 Pond Street","","Franklin","MA",2038,"508-528-5400","508-528-6074","09,10,11,12","Tri-County Regional Vocational Technical",8780000,0,0,0,0,0,0,0,0,0,0,284,277,225,237,0,1023,5,0.5,4,0.4,302,29.5,438,42.8,213,20.8,0.4,0.7,4.6,89.2,0.4,0.2,4.5,55,44.9,595,16.8,999,7493981,79134,95,18549779,1041.8,17805.51,18549779,1041.8,17805.51,227,96,0.9,0,0.9,2.2,0,238,139,58.4,0.7,31.7,31.7,36,25.9,18.7,13.7,"63","89",46,8,9,0,0,29,22,25,7,6,57.3,42.7,112,489,460,494,189,83,108,47,81,36,35,15,4,2,228,93.2,50,217,220,96,86,38,134,59,9,4,0,0,229,98.7,53,218,"Level 1","Meeting gap narrowing goals",63,86,90,"Level 1","Meeting gap narrowing goals",86,90
"41",1070505,"Gloucester High","Public School","Principal","James Cook","32 Leslie O. Johnson Rd","","Gloucester","MA",1930,"978-281-9870","978-281-9733","09,10,11,12","Gloucester",1070000,0,0,0,0,0,0,0,0,0,0,226,201,204,183,4,818,79,9.7,34,4.2,209,25.6,392,47.9,267,32.6,2.2,1.7,7.5,85.7,0.2,0.7,2,51.1,48.9,417,14.9,863,19120842,72400,264,46955725.21,2923.5,16061.48,52818348.28,3287.6,16065.93,234,88,2.6,0,1.7,7.7,0,215,150,69.8,0,37.3,24.7,38,24.7,20,10.7,"104","172",53,36,13,2,0,23,35,64,37,13,33.7,66.3,134,496,475,509,148,73,103,51,45,22,40,20,14,7,202,88.9,50,179,190,94,71,35,119,59,8,4,4,2,202,97.9,39,179,"Level 2","Not meeting gap narrowing goals",29,73,79,"Level 2","One or more schools in the district classified into Level 2",60,57
"42",1100505,"Grafton High School","Public School","Principal","James Pignataro","24 Providence Road","","Grafton","MA",1519,"508-839-5425","508-839-8544","09,10,11,12","Grafton",1100000,0,0,0,0,0,0,0,0,0,0,221,228,185,188,13,835,28,3.4,4,0.5,114,13.7,181,21.7,90,10.8,1.2,8.9,3.5,84.1,0,0.1,2.3,48.4,51.6,389,18,832,15335841,67559,227,33610678.21,3119.1,10775.76,35806306.2,3242.4,11043.15,219,91.3,3.2,0.5,1.4,3.7,0,159,129,81.1,0,40.3,19.4,40.3,17.1,10.1,11.6,"137","220",77,43,12,4,1,17,52,78,45,28,31.4,68.6,167,533,523,553,170,89,134,70,36,19,17,9,4,2,191,95.2,40,182,188,96,129,66,59,30,6,3,1,1,195,98.5,50,184,"Level 2","Not meeting gap narrowing goals",58,74,54,"Level 2","One or more schools in the district classified into Level 2",62,47
"43",6730505,"Groton Dunstable Regional","Public School","Principal","Michael Woodlock","P O Box 730","","Groton","MA",1450,"978-448-6362","978-448-0390","09,10,11,12","Groton-Dunstable",6730000,0,0,0,0,0,0,0,0,0,0,182,203,210,214,3,812,8,1,0,0,98,12.1,116,14.3,25,3.1,0.7,5.9,0.9,91.7,0.1,0.1,0.5,50.2,49.8,442,17.7,846,12847541,78291,164,31847802,2547.2,12503.06,35027299,2642.8,13253.86,220,98.2,0.5,0,0,1.4,0,224,201,89.7,0,44.3,14.4,41.3,12.4,7,17.9,"209","397",76,87,38,7,1,12,53,102,119,111,16.4,83.6,195,558,538,584,198,96,172,83,26,13,7,3,2,1,207,98.7,68,201,204,99,126,61,78,38,2,1,1,0,207,99.8,54,201,"Level 1","Meeting gap narrowing goals",98,100,NA,"Level 2","One or more schools in the district classified into Level 2",88,64
"44",8170505,"Essex Technical High School","Public School","Principal","Brad Morgan","P.O. Box 346","","Hathorne","MA",1937,"978-762-0001","978-777-8403","09,10,11,12","Essex North Shore Agricultural and Technical School District",8170000,0,0,0,0,0,0,0,0,0,0,360,349,338,260,0,1307,89,6.8,4,0.3,277,21.2,500,38.3,274,21,1.3,1.5,12.3,81.6,0.1,0.1,3.1,43,57,835,16.1,1201,7422232,68534,108,23825490.3,1097,21718.77,23917764.3,1114,21470.17,236,97.5,1.7,0,0.4,0.4,0,230,151,65.7,0,27.8,33.1,39.1,30.5,17.2,10.6,"40","48",32,8,0,0,0,7,14,14,10,3,43.8,56.3,147,488,461,471,251,73,141,41,110,32,78,23,16,5,345,88.6,43,312,335,98,187,55,148,43,8,2,0,0,343,99.3,66,313,"Level 1","Meeting gap narrowing goals",76,85,85,"Level 1","Meeting gap narrowing goals",85,85
"45",1280505,"Haverhill High","Public School","Principal","Elizabeth Kitsos","137 Monument Street","","Haverhill","MA",1832,"978-374-5700","978-374-5705","09,10,11,12","Haverhill",1280000,0,0,0,0,0,0,0,0,0,0,505,451,391,453,28,1828,315,17.2,122,6.7,313,17.1,833,45.6,632,34.6,3.5,2.2,30.9,62.4,0.1,0,0.9,52.8,47.2,790,16.8,1757,33189622,67376,493,89717599,7202,12457.32,104197348,8470.6,12301.06,469,77.8,5.5,3,1.1,12.6,0,353,238,67.4,0,24.4,42,33.6,39.9,4.2,18.5,"296","578",142,61,63,25,5,102,169,150,104,53,46.9,53.1,231,513,495,512,271,70,180,47,91,24,80,21,36,9,387,86.6,43,321,346,89,138,35,208,53,30,8,13,3,389,96.1,39,299,"Level 3","Among lowest performing 20% of schools and subgroups",10,60,62,"Level 3","One or more schools in the district classified into Level 3",46,55
"46",1310505,"Hingham High","Public School","Principal","Paula McCann","17 Union Street","","Hingham","MA",2043,"781-741-1560","781-741-1515","09,10,11,12","Hingham",1310000,0,0,0,0,0,0,0,0,0,0,315,284,329,296,1,1225,9,0.7,0,0,137,11.2,201,16.4,78,6.4,0.9,2.1,2.8,91.4,0,0,2.8,50.9,49.1,595,14.8,1199,22053268,77082,286,49441993.68,4265.1,11592.22,53492484.68,4325.2,12367.63,271,99.3,0.4,0,0,0.4,0,280,246,87.9,0,63.8,2.8,33.3,2.8,4.5,8.1,"251","480",117,78,29,15,12,2,17,87,160,214,4,96,249,555,563,569,304,95,252,79,52,16,17,5,0,0,321,98.1,54,294,322,100,241,75,81,25,1,0,0,0,323,99.8,49,295,"Level 1","Meeting gap narrowing goals",89,94,88,"Level 2","One or more schools in the district classified into Level 2",91,61
"47",7750505,"Wachusett Regional High","Public School","Principal","William Beando","1401 Main Street","","Holden","MA",1520,"508-829-6771","508-829-4895","09,10,11,12","Wachusett",7750000,0,0,0,0,0,0,0,0,0,0,528,589,502,507,14,2140,69,3.2,13,0.6,268,12.5,411,19.2,183,8.6,1.9,3.2,4.1,88.9,0,0.2,1.7,47.3,52.7,1095,17.6,2163,31595350,68835,459,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24,547,95.4,1.1,0.4,0.4,2.7,0,486,411,84.6,0,36.5,23.6,39.9,23.4,19,11.7,"381","673",201,99,58,16,7,21,58,160,241,193,11.7,88.3,472,538,524,554,461,94,388,79,73,15,26,5,6,1,493,97.6,63,471,483,99,335,69,148,30,3,1,3,1,489,99.8,51.5,468,"Level 2","Not meeting gap narrowing goals",80,88,74,"Level 2","One or more schools in the district classified into Level 2",73,51
"48",1360505,"Holliston High","Public School","Principal","Nicole Bottomley","370 Hollis Street","","Holliston","MA",1746,"508-429-0677","508-429-8225","09,10,11,12","Holliston",1360000,0,0,0,0,0,0,0,0,0,0,225,186,184,211,3,809,31,3.8,5,0.6,109,13.5,144,17.8,45,5.6,0.6,5.2,2.1,89.6,0,0,2.5,51.5,48.5,459,16.7,808,16285433,78598,207,34833778.61,2820.3,12351.09,38995616.41,2900.1,13446.3,211,96.2,1.9,0.5,0.5,0.9,0,172,153,89,0,47.1,8.5,44.4,8.5,9.8,15,"236","385",115,96,22,3,0,7,45,86,141,106,13.5,86.5,197,561,549,581,177,94,159,84,18,10,9,5,3,2,189,97.9,58,185,183,97,137,73,46,24,4,2,1,1,188,99.2,49.5,184,"Level 1","Meeting gap narrowing goals",92,98,92,"Level 2","One or more schools in the district classified into Level 2",81,62
"49",1370505,"Holyoke High","Public School","Principal","Dana Brown","500 Beech Street","","Holyoke","MA",1040,"413-534-2020","413-534-2098","09,10,11,12","Holyoke",1370000,0,0,0,0,0,0,0,0,0,0,433,320,280,250,2,1285,550,42.8,191,14.9,213,16.6,878,68.3,797,62,2.6,1,72.1,22.7,0,0.1,1.4,51.9,48.1,561,18.1,1243,29775072,67517,441,87494475.77,5459.3,16026.68,105351979.61,6692.3,15742.27,347,68.9,8.6,4.9,3.7,13.8,0,280,194,69.3,0,14.9,67,18,67,6.2,9.8,"185","332",85,60,34,5,1,119,106,64,32,11,67.8,32.2,92,480,454,482,185,63,103,35,82,28,60,20,50,17,295,81.6,47,204,249,86,64,22,185,64,24,8,17,6,290,95.3,46,203,"Level 3","Among lowest performing 20% of schools",12,59,61,"Level 5","Chronically underperforming district",44,42
"50",1390505,"Hopkinton High","Public School","Principal","Evan Bishop","90 Hayden Rowe Street","","Hopkinton","MA",1748,"508-497-9820","508-497-9829","09,10,11,12","Hopkinton",1390000,0,0,0,0,0,0,0,0,0,0,274,264,270,282,2,1092,27,2.5,5,0.5,126,11.5,155,14.2,42,3.8,0.5,7.6,1.4,89.1,0.3,0,1.2,48.5,51.5,844,17.6,1121,20872912,82436,253,44805356.74,3425.3,13080.71,47411094.36,3502.9,13534.81,306,98.7,0.7,0.3,0,0.3,0,288,259,89.9,0,41.3,6.9,51.7,5.8,7.7,19.7,"468","988",195,121,79,58,15,26,124,201,289,348,15.2,84.8,278,552,544,580,252,96,223,85,29,11,8,3,3,1,263,98,55.5,248,259,98,215,81,44,17,2,1,3,1,264,99.4,61,245,"Level 1","Meeting gap narrowing goals",97,100,76,"Level 2","One or more schools in the district classified into Level 2",100,81
"51",1530505,"Leominster High School","Public School","Principal","Christopher Lord","122 Granite Street","","Leominster","MA",1453,"978-534-7715","978-537-1765","09,10,11,12","Leominster",1530000,0,0,0,0,0,0,0,0,0,0,143,316,344,283,0,1086,236,21.7,61,5.6,166,15.3,432,39.8,298,27.4,9.1,3.3,26,59.4,0.4,0,1.8,46.9,53.1,616,13.4,1127,30250779,68580,441,77811818.27,6061.3,12837.48,87406562.27,6568.8,13306.32,263,90.5,3,1.5,1.5,3.4,0,288,217,75.3,0,15.7,33.6,50.7,33.6,25.3,14.3,"149","280",65,54,19,6,5,45,86,69,55,25,46.8,53.2,226,487,464,501,216,69,144,46,72,23,60,19,38,12,314,84,42,286,284,90,105,33,179,57,24,8,7,2,315,96,42,282,"Level 2","Not meeting gap narrowing goals",23,64,63,"Level 3","One or more schools in the district classified into Level 3",66,63
"52",1550505,"Lexington High","Public School","Principal","Andrew Stephens","251 Waltham Street","","Lexington","MA",2421,"781-861-2320","781-861-2440","09,10,11,12","Lexington",1550000,0,0,0,0,0,0,0,0,0,0,552,555,557,521,0,2185,526,24.1,63,2.9,217,9.9,394,18,122,5.6,3.5,36.2,3.6,52.4,0,0,4.2,50.2,49.8,1186,19.2,2171,44431043,80975,549,114804091.03,6777.3,16939.5,122838861.03,6875.3,17866.69,530,98.1,0.9,0,0.4,0.6,0,482,406,84.2,0,61.3,6.2,32.5,5.7,2.5,13.5,"819","1,622",386,232,99,51,51,18,74,214,492,824,5.7,94.3,471,619,611,645,528,97,492,91,36,7,13,2,1,0,542,99,53,495,542,100,441,81,101,19,2,0,0,0,544,99.9,47.5,494,"Level 1","Meeting gap narrowing goals",97,100,100,"Level 2","One or more schools in the district classified into Level 2",100,85
